customer_id,spend_90_day,predicted_spend_90_day,spend_90_day_binary,pred_spend_90_day_prob
19916,0.0,6.716744,0,0.23180462
19374,0.0,19.56478,0,0.5292638
11495,0.0,0.47458777,0,0.022312181
21679,0.0,0.63221556,0,0.047843542
2106,0.0,0.61432236,0,0.025670439
11166,0.0,0.54708654,0,0.024846597
13527,156.88,112.976974,1,0.8174422
12393,0.0,10.752371,0,0.22468308
10192,0.0,0.32607284,0,0.020829163
7302,16.49,8.022716,1,0.46269023
12981,0.0,0.48570114,0,0.02261601
5213,0.0,0.32607284,0,0.02290825
14087,0.0,0.48570114,0,0.023485573
12641,0.0,2.710018,0,0.07708845
20383,0.0,0.77395064,0,0.038028464
3746,0.0,0.32607284,0,0.02204748
14489,0.0,1.8246177,0,0.11103509
3672,0.0,0.421326,0,0.023347925
6839,0.0,0.32607284,0,0.01964556
1978,65.35,87.67105,1,0.7610623
15148,0.0,0.48570114,0,0.023362888
19595,0.0,2.6800718,0,0.17654711
11646,0.0,0.32607284,0,0.02182739
19465,0.0,1.1012625,0,0.03856366
4939,0.0,1.829522,0,0.08858555
9579,0.0,0.72298884,0,0.035212725
18715,0.0,0.48570114,0,0.0230861
14851,0.0,40.196655,0,0.6374749
11103,0.0,0.7067148,0,0.04853833
9075,0.0,0.32607284,0,0.01964556
5719,0.0,14.090363,0,0.44828087
5877,0.0,0.32607284,0,0.01964556
2539,0.0,0.421326,0,0.023347925
3522,0.0,0.32607284,0,0.02204748
9009,0.0,4.020061,0,0.11179081
7917,0.0,1.2265723,0,0.03685837
13953,0.0,0.48570114,0,0.023485573
4850,0.0,0.67526996,0,0.03225609
14362,0.0,1.6730096,0,0.069440916
14904,0.0,8.952534,0,0.61158735
3257,0.0,2.41476,0,0.06826327
15355,132.0,52.27569,1,0.6727869
20317,84.43,70.74281,1,0.64381796
3283,0.0,7.2691617,0,0.2621662
16063,0.0,4.060782,0,0.10588949
14047,0.0,3.3901742,0,0.062316615
10382,0.0,5.4037805,0,0.29715604
13229,0.0,7.5455594,0,0.13155645
22727,0.0,0.48570114,0,0.0230861
246,0.0,4.618314,0,0.11905591
20490,0.0,0.48570114,0,0.0230861
6202,0.0,0.9301518,0,0.050110877
481,0.0,0.32607284,0,0.018016407
8431,184.23000000000002,62.456306,1,0.5286836
17439,0.0,0.48570114,0,0.022716068
18085,0.0,0.48570114,0,0.022716068
19148,0.0,15.6655445,0,0.4022813
4208,0.0,9.099229,0,0.2628474
612,0.0,4.190808,0,0.12132839
11559,113.9,175.72627,1,0.75654685
10438,0.0,17.87979,0,0.4370968
8378,0.0,3.3268042,0,0.08422144
5816,0.0,0.5809543,0,0.027661676
21480,38.85,15.466304,1,0.42466506
23441,0.0,0.4630118,0,0.048477918
1033,0.0,0.83489823,0,0.032566205
22784,0.0,5.944323,0,0.15489316
7182,0.0,0.32607284,0,0.01964556
21414,0.0,8.812648,0,0.20645502
1312,0.0,0.837235,0,0.032711882
22822,40.9,19.10116,1,0.44041023
1270,0.0,0.35434526,0,0.039254766
18990,0.0,0.5809543,0,0.026266245
9241,0.0,0.32607284,0,0.01964556
13123,0.0,1.1522243,0,0.043139093
2364,0.0,0.9925961,0,0.03149325
10048,0.0,33.651157,0,0.58510524
7459,0.0,14.599857,0,0.5191309
13318,35.64,16.403812,1,0.5302511
8073,0.0,0.9301518,0,0.03065408
7841,0.0,0.32607284,0,0.01964556
1158,0.0,0.61432236,0,0.020996993
16052,0.0,4.4248104,0,0.27902552
4364,0.0,0.77395064,0,0.03990037
13692,0.0,3.5254393,0,0.32023817
17217,0.0,0.77395064,0,0.045114905
16320,0.0,4.8647523,0,0.12361411
6260,0.0,5.769361,0,0.17958058
21249,0.0,2.9533997,0,0.07494768
18505,0.0,0.48570114,0,0.025547236
5296,0.0,1.6649894,0,0.034761705
16907,0.0,1.82567,0,0.057007033
22917,63.16,36.780945,1,0.4997268
1421,0.0,0.32607284,0,0.01662288
6173,0.0,0.32607284,0,0.01964556
16680,0.0,1.792381,0,0.04867781
6589,0.0,6.904332,0,0.2638884
16361,0.0,5.6290016,0,0.24958423
4970,0.0,13.210608,0,0.41873905
3755,0.0,0.61432236,0,0.025670439
5395,0.0,4.0449924,0,0.12797076
7464,0.0,11.045127,0,0.25339073
12018,59.47,29.137262,1,0.73362976
13375,0.0,11.981861,0,0.27655864
13183,0.0,4.7228365,0,0.32999325
18476,0.0,0.5809543,0,0.025846593
22626,0.0,0.77395064,0,0.05142498
11405,0.0,0.32607284,0,0.019400254
12120,0.0,28.100441,0,0.5786597
13716,0.0,1.792381,0,0.046568725
15791,0.0,5.346364,0,0.12899314
12091,0.0,0.421326,0,0.022312181
18549,0.0,1.9891504,0,0.105202995
11813,0.0,1.8246177,0,0.039087802
2908,0.0,0.61432236,0,0.025379147
17272,0.0,0.77395064,0,0.065987416
6411,0.0,3.3658109,0,0.20157468
6710,0.0,0.9301518,0,0.047273364
321,0.0,0.32607284,0,0.018016407
9530,13.99,18.687664,1,0.5817359
17761,0.0,0.77395064,0,0.031789597
11863,32.87,24.297295,1,0.61467344
13274,0.0,0.48570114,0,0.02261601
7353,0.0,0.421326,0,0.02215403
9300,0.0,0.32607284,0,0.022102697
10441,0.0,1.1717672,0,0.031494435
9084,0.0,5.5804224,0,0.3502327
107,0.0,0.421326,0,0.021059439
12931,0.0,1.8600183,0,0.045760725
15071,0.0,0.77395064,0,0.031230377
22911,0.0,5.96092,0,0.2535589
16606,0.0,0.48570114,0,0.023974154
2021,0.0,24.111507,0,0.57631445
16228,0.0,0.5809543,0,0.026580118
1822,0.0,0.32607284,0,0.02227342
12528,0.0,0.3793346,0,0.019400254
18398,0.0,6.2807713,0,0.24802952
12489,0.0,0.7285317,0,0.02708456
8205,68.45,23.140724,1,0.4980973
2532,0.0,0.32607284,0,0.024797434
17266,0.0,0.5809543,0,0.025846593
15724,0.0,0.77395064,0,0.0766849
2478,0.0,0.421326,0,0.023347925
8577,0.0,0.32607284,0,0.01964556
19847,0.0,0.83489823,0,0.030968366
7493,0.0,8.397637,0,0.25633076
10825,0.0,3.7944932,0,0.07600561
22912,50.99,10.055118,1,0.2787796
18757,0.0,0.77395064,0,0.036148805
17876,0.0,0.5809543,0,0.12011605
16568,85.11,56.374153,1,0.71061504
13029,0.0,0.48570114,0,0.02261601
15922,0.0,5.9121075,0,0.14595182
6755,0.0,3.1534657,0,0.08238355
2329,0.0,0.61432236,0,0.061762147
22019,0.0,6.3281174,0,0.26333943
16438,84.93,26.595083,1,0.34036937
1685,0.0,0.32607284,0,0.025691563
6433,0.0,0.421326,0,0.02215403
14078,0.0,2.561866,0,0.07448995
12678,0.0,0.43473938,0,0.026072958
9940,0.0,0.32607284,0,0.020829163
12864,0.0,71.152466,0,0.7493417
20958,0.0,0.48570114,0,0.0230861
20874,0.0,0.48570114,0,0.0230861
292,0.0,0.32607284,0,0.018016407
15936,0.0,3.5100312,0,0.09576406
8684,0.0,3.956598,0,0.07886533
18836,0.0,0.83489823,0,0.030968366
14787,0.0,1.3313956,0,0.053905576
22269,0.0,0.51397353,0,0.055870585
7669,0.0,4.683255,0,0.13320474
19186,0.0,6.58316,0,0.31551158
12284,0.0,5.788797,0,0.1223602
884,26.48,20.952982,1,0.6506051
17348,0.0,1.9269989,0,0.044355363
17018,0.0,0.48570114,0,0.022716068
1841,0.0,9.972937,0,0.38266328
1842,0.0,0.32607284,0,0.02227342
15139,0.0,0.48570114,0,0.023362888
19257,0.0,0.48570114,0,0.0230861
18050,0.0,0.48570114,0,0.0230861
21904,0.0,0.5809543,0,0.027661676
10691,0.0,0.32607284,0,0.020829163
13983,0.0,0.48570114,0,0.023485573
1840,0.0,0.32607284,0,0.02227342
22504,0.0,41.48684,0,0.7206811
12682,0.0,0.3793346,0,0.019400254
15997,0.0,2.662217,0,0.12863311
15190,0.0,4.193664,0,0.09763234
17804,0.0,0.48570114,0,0.022716068
4314,0.0,6.125733,0,0.17319787
7678,0.0,0.32607284,0,0.022102697
22772,107.88,58.169426,1,0.64862347
5616,0.0,0.32607284,0,0.01964556
13404,0.0,2.5270424,0,0.0958506
18116,0.0,1.8600183,0,0.036517013
21848,0.0,0.48570114,0,0.0230861
1398,102.76,40.62103,1,0.5488072
21076,0.0,0.48570114,0,0.0230861
9380,0.0,0.421326,0,0.023950335
17100,0.0,0.52999246,0,0.026091885
1362,0.0,2.367414,0,0.101378866
11055,27.48,22.412207,1,0.46513525
5815,0.0,0.32607284,0,0.019432187
9265,0.0,0.32607284,0,0.01964556
21537,0.0,5.5804224,0,0.36839917
19423,0.0,2.372095,0,0.05297675
11590,0.0,0.52999246,0,0.02347887
10858,0.0,0.421326,0,0.022312181
14287,0.0,1.0764114,0,0.04339952
7595,0.0,0.32607284,0,0.01964556
11403,22.98,16.455187,1,0.4897334
3869,0.0,0.32607284,0,0.020629888
5642,0.0,0.32607284,0,0.01964556
15751,0.0,2.0182621,0,0.16137187
21619,0.0,1.3313956,0,0.047704183
13095,0.0,2.7293134,0,0.06857179
15231,23.99,12.734896,1,0.3958769
10834,0.0,0.32607284,0,0.019400254
22237,0.0,59.094,0,0.6187181
19364,9.49,0.51397353,1,0.07376638
19623,0.0,0.48570114,0,0.023461787
21702,0.0,5.7506957,0,0.13540398
21141,0.0,0.48570114,0,0.0230861
11464,0.0,18.426388,0,0.4851172
14071,0.0,0.5809543,0,0.029740576
17848,0.0,0.77395064,0,0.093507685
1239,0.0,6.9393644,0,0.16392058
694,0.0,8.871381,0,0.26575467
20892,0.0,0.5809543,0,0.027661676
4765,0.0,11.7616,0,0.2765915
16992,0.0,4.341139,0,0.12563038
2554,0.0,0.32607284,0,0.02204748
20037,0.0,5.346364,0,0.12873414
21470,0.0,0.48570114,0,0.0230861
7030,0.0,1.5525581,0,0.060624633
13685,0.0,2.6805503,0,0.079992704
2404,0.0,17.313131,0,0.45278347
20629,0.0,34.303757,0,0.5685801
12395,0.0,2.5743885,0,0.06999389
22340,0.0,0.77395064,0,0.054329365
18703,0.0,3.10545,0,0.06091731
8054,15.99,21.859592,1,0.31104505
1828,0.0,4.618314,0,0.12733664
811,0.0,0.0495707,0,0.14855923
15859,0.0,1.3313956,0,0.051702622
4501,0.0,0.421326,0,0.023902727
17405,0.0,4.010202,0,0.0811543
20169,26.98,3.6291618,1,0.22720164
22948,0.0,36.462154,0,0.642374
5911,0.0,1.6649894,0,0.093753494
19397,0.0,0.48570114,0,0.022725847
6865,0.0,0.72298884,0,0.030639106
13438,0.0,2.679578,0,0.09777559
23431,0.0,0.43473938,0,0.0230861
10401,0.0,3.710598,0,0.09916557
5488,0.0,1.6327525,0,0.045434415
9173,0.0,0.32607284,0,0.01964556
12717,0.0,11.573421,0,0.2920767
15597,0.0,0.48570114,0,0.023362888
9706,0.0,0.421326,0,0.023950335
19280,0.0,0.48570114,0,0.0230861
8576,0.0,0.421326,0,0.02215403
19337,19.49,4.462035,1,0.16237174
9142,0.0,0.32607284,0,0.020829163
15189,0.0,0.5809543,0,0.026580118
13610,0.0,8.542775,0,0.20244771
19575,0.0,0.48570114,0,0.0230861
9788,0.0,2.6394823,0,0.07136157
15888,0.0,0.48570114,0,0.023362888
10681,40.97,53.870506,1,0.7839627
12792,0.0,0.48570114,0,0.027112726
8067,0.0,9.451376,0,0.24648795
5417,0.0,3.3658109,0,0.13714151
13087,10.49,3.7379882,1,0.23469806
10090,0.0,0.32607284,0,0.020829163
14870,0.0,0.5809543,0,0.028253494
2078,0.0,18.230366,0,0.46823332
16843,0.0,0.48570114,0,0.022716068
21425,0.0,0.48570114,0,0.0230861
12050,0.0,1.1717672,0,0.039971434
20787,0.0,20.806067,0,0.52314484
20102,0.0,0.48570114,0,0.0230861
18541,0.0,0.48570114,0,0.0230861
10916,0.0,0.32607284,0,0.019400254
3142,0.0,0.32607284,0,0.02204748
3887,0.0,0.32607284,0,0.02204748
1603,0.0,6.425027,0,0.15669654
21834,0.0,0.83489823,0,0.030968366
9955,0.0,0.32607284,0,0.020829163
21312,0.0,7.4861636,0,0.19260894
7508,0.0,0.54708654,0,0.024670936
21531,0.0,0.77395064,0,0.031230377
8050,0.0,1.9122399,0,0.04088758
847,0.0,7.0913477,0,0.16369618
2097,0.0,0.32607284,0,0.02204748
17494,0.0,0.51397353,0,0.024829898
14944,0.0,0.48570114,0,0.023319228
10819,0.0,0.32607284,0,0.019400254
4330,0.0,1.524454,0,0.05076175
19978,0.0,7.657674,0,0.16143702
21646,0.0,35.203907,0,0.63338923
5604,0.0,0.32607284,0,0.020420095
7168,0.0,0.35434526,0,0.02158441
1300,0.0,11.031302,0,0.3600392
7492,31.49,19.012041,1,0.492769
23138,0.0,0.48570114,0,0.0230861
4785,0.0,0.421326,0,0.02215403
19863,0.0,0.51397353,0,0.035696365
21654,0.0,0.48570114,0,0.0230861
6639,0.0,5.1112804,0,0.13516083
7853,0.0,0.421326,0,0.10393639
11223,0.0,0.32607284,0,0.019400254
4158,0.0,0.32607284,0,0.022572095
20528,0.0,0.48570114,0,0.025358653
9916,0.0,0.32607284,0,0.020829163
6584,0.0,0.32607284,0,0.01964556
4848,0.0,0.32607284,0,0.025691563
14511,0.0,48.404613,0,0.36175516
13032,0.0,0.5809543,0,0.027687093
13412,85.54,63.290375,1,0.7522065
11262,0.0,3.5254393,0,0.23014885
13141,0.0,0.48570114,0,0.02261601
5834,0.0,20.07025,0,0.39312094
21316,26.97,2.795551,1,0.12050686
2578,0.0,24.084734,0,0.4700799
23198,0.0,0.48570114,0,0.022725847
18775,0.0,1.0764114,0,0.037739955
17692,0.0,0.5809543,0,0.025846593
20887,0.0,1.6292773,0,0.05076175
16518,0.0,1.9724221,0,0.0552417
5946,0.0,2.581194,0,0.054319583
20110,0.0,0.5809543,0,0.15461853
5193,0.0,1.9269989,0,0.04335841
12564,0.0,0.3793346,0,0.019400254
9436,0.0,0.32607284,0,0.01964556
9622,0.0,1.8246177,0,0.05975255
4556,0.0,0.421326,0,0.107207395
3095,0.0,36.94213,0,0.33943442
15636,0.0,1.9268408,0,0.048310347
8207,0.0,0.67526996,0,0.027588507
3475,0.0,6.6118855,0,0.16215087
9372,0.0,0.32607284,0,0.01964556
227,0.0,0.837235,0,0.031219948
13842,0.0,0.77395064,0,0.061290514
12460,0.0,2.0527594,0,0.056334026
5954,0.0,0.32607284,0,0.01964556
2774,0.0,5.2696877,0,0.18485445
11081,0.0,0.35434526,0,0.047137834
14978,0.0,9.382257,0,0.26253468
14162,0.0,1.0897801,0,0.06981316
10413,0.0,0.32607284,0,0.020829163
18617,0.0,1.262797,0,0.19340482
13443,0.0,15.292243,0,0.44120046
20559,0.0,53.99173,0,0.6563372
9957,0.0,0.35434526,0,0.02727231
11212,51.83,98.223114,1,0.91155416
19981,42.97,21.8708,1,0.5479836
14800,0.0,0.48570114,0,0.023319228
22521,26.48,7.6888947,1,0.5537572
18480,60.97,64.99591,1,0.6659947
2032,0.0,0.421326,0,0.023347925
108,128.45999999999998,250.96223,1,0.7940913
14446,0.0,0.83489823,0,0.030968366
20965,0.0,3.5997963,0,0.086103626
12565,0.0,1.225029,0,0.031494435
5384,0.0,0.32607284,0,0.02006366
4930,0.0,5.6776843,0,0.21377233
6570,0.0,0.32607284,0,0.01964556
15857,0.0,0.77395064,0,0.031288974
17313,0.0,2.7518299,0,0.10342189
12659,0.0,1.3313956,0,0.037125286
22895,0.0,5.6995254,0,0.3992155
3423,0.0,4.193664,0,0.08667251
15622,0.0,1.9269989,0,0.04335841
11234,0.0,0.421326,0,0.022312181
21370,0.0,2.6805503,0,0.07602837
14733,0.0,0.48570114,0,0.02622355
14165,0.0,2.1790986,0,0.051144198
16473,0.0,1.1522243,0,0.037739955
4310,0.0,0.61432236,0,0.025814075
9778,0.0,0.32607284,0,0.020829163
15218,0.0,0.48570114,0,0.023362888
5487,0.0,0.32607284,0,0.020420095
6378,0.0,0.421326,0,0.02215403
4846,69.94,20.933561,1,0.48254496
15959,0.0,104.33088,0,0.69196326
565,0.0,0.9925961,0,0.032088995
3094,0.0,17.800718,0,0.4978172
17678,0.0,0.48570114,0,0.026609536
15737,0.0,1.7192434,0,0.03327335
3439,0.0,0.32607284,0,0.020829163
14528,0.0,19.764053,0,0.48228008
22941,0.0,0.48570114,0,0.0230861
10857,0.0,6.904332,0,0.22420609
11843,0.0,0.7067148,0,0.043469783
7674,0.0,5.2884517,0,0.11231499
11358,0.0,18.962484,0,0.468019
11499,0.0,1.3313956,0,0.047704183
8167,0.0,0.61432236,0,0.025147108
16548,0.0,4.4248104,0,0.2386332
13908,26.48,5.426533,1,0.30571318
14586,0.0,0.48570114,0,0.023319228
16335,0.0,0.48570114,0,0.023362888
18068,0.0,6.315624,0,0.505485
3427,0.0,52.259712,0,0.6201319
9588,0.0,-0.20897825,0,0.094824575
4115,14.49,1.1803836,1,0.10645432
19929,0.0,10.947015,0,0.5329372
22677,0.0,0.48570114,0,0.0230861
17960,0.0,15.3748,0,0.4088202
16958,0.0,0.63221556,0,0.028728118
4280,0.0,4.51619,0,0.11239829
7026,0.0,2.119995,0,0.09817319
2277,0.0,0.35434526,0,0.022748314
21000,0.0,7.4418564,0,0.56528604
11697,0.0,0.32607284,0,0.019400254
130,0.0,18.225616,0,0.39634737
3619,0.0,2.7529104,0,0.07314615
17950,59.45,35.11224,1,0.62025404
4281,0.0,0.32607284,0,0.022572095
7077,45.47,44.691303,1,0.47180414
11981,0.0,3.8694808,0,0.09645765
8496,34.269999999999996,7.816934,1,0.51809525
3993,0.0,2.6698103,0,0.059429232
9772,0.0,0.61432236,0,0.04628547
12785,457.26,640.8513,1,0.9026938
239,0.0,0.32607284,0,0.02011485
4774,0.0,0.32607284,0,0.022572095
5850,0.0,6.5960035,0,0.27724296
1852,0.0,0.54708654,0,0.026310349
14698,0.0,16.738167,0,0.53169996
22029,0.0,0.5809543,0,0.079679236
4300,0.0,1.1717672,0,0.037586946
21105,0.0,11.379084,0,0.25386927
7533,0.0,1.6649894,0,0.09219113
9440,0.0,0.421326,0,0.022312181
20747,11.49,6.6118855,1,0.1680421
2674,0.0,0.61432236,0,0.0651907
11999,0.0,1.8623757,0,0.10771141
6857,0.0,5.2738333,0,0.11239829
7485,0.0,0.61432236,0,0.053043365
11419,50.96,11.754814,1,0.3442254
12469,0.0,5.788797,0,0.13497287
18306,0.0,4.848114,0,0.13113989
8840,0.0,0.32607284,0,0.01964556
14589,0.0,0.7067148,0,0.031290412
4282,0.0,2.419231,0,0.06502008
5518,0.0,1.6327525,0,0.037461266
17540,0.0,6.904332,0,0.21888837
195,0.0,0.32607284,0,0.018016407
7687,0.0,0.32607284,0,0.01964556
18985,0.0,8.290114,0,0.2231499
14447,0.0,0.51397353,0,0.04416958
6246,25.57,69.19909,1,0.77043515
15118,0.0,3.6498752,0,0.20779097
0,0.0,0.32607284,0,0.018016407
20848,12.99,4.061129,1,0.123401284
6599,0.0,0.32607284,0,0.01964556
1901,0.0,1.7192434,0,0.03327335
9364,0.0,0.32607284,0,0.02302515
12493,0.0,3.9531426,0,0.2947625
12512,0.0,1.0897801,0,0.06519726
13057,0.0,0.5809543,0,0.027687093
18339,0.0,6.9393644,0,0.109762445
21404,0.0,0.48570114,0,0.0230861
11571,0.0,0.54708654,0,0.03616888
3608,0.0,0.32607284,0,0.02204748
3465,0.0,3.7934408,0,0.0994378
10308,0.0,2.0527594,0,0.054609973
20619,0.0,2.5484974,0,0.0640916
19835,0.0,0.7067148,0,0.046209805
275,0.0,18.128983,0,0.51811385
2609,6.49,4.8247037,1,0.2144119
18066,0.0,2.662217,0,0.08637116
10598,0.0,0.421326,0,0.023950335
14840,0.0,6.335038,0,0.10011786
15892,0.0,6.046142,0,0.12837191
15752,0.0,0.5809543,0,0.026580118
6407,0.0,0.32607284,0,0.01964556
15562,0.0,5.352004,0,0.13620593
8326,0.0,3.4902468,0,0.14271685
21203,50.98,21.423885,1,0.27602166
18429,40.46,5.5804224,1,0.30225173
4071,26.48,3.3658109,1,0.1497144
12936,0.0,1.9122399,0,0.049547836
7207,0.0,3.8742654,0,0.08277683
6859,0.0,0.421326,0,0.09222687
6612,0.0,16.732286,0,0.29506367
1462,51.62,8.127119,1,0.2686825
2038,0.0,0.421326,0,0.023347925
22174,0.0,0.48570114,0,0.0230861
21329,0.0,2.0225797,0,0.04865559
1017,0.0,4.4078336,0,0.20604634
20818,0.0,4.4248104,0,0.24471554
15794,12.58,2.537118,1,0.12512791
12134,0.0,0.32607284,0,0.019400254
10269,14.99,8.187731,1,0.35067022
881,0.0,0.61432236,0,0.03833195
18330,0.0,4.7384377,0,0.098755755
4414,0.0,1.1522243,0,0.039169095
3774,12.99,0.421326,1,0.10979543
5697,0.0,0.32607284,0,0.021691889
11685,0.0,0.421326,0,0.022312181
22016,0.0,0.5809543,0,0.11363795
2877,0.0,0.32607284,0,0.024797434
16319,19.99,23.380688,1,0.5690539
10918,0.0,14.14,0,0.47496772
9251,0.0,0.35434526,0,0.02158441
2525,0.0,1.8623757,0,0.10771141
21788,0.0,24.180422,0,0.53525126
1091,0.0,0.32607284,0,0.01662288
4325,0.0,0.32607284,0,0.022572095
9634,26.48,4.251525,1,0.17633256
4383,44.97,12.481217,1,0.48372847
16259,0.0,2.1181667,0,0.054320585
18144,0.0,0.51397353,0,0.029011166
9053,0.0,0.32607284,0,0.019400254
4355,0.0,0.32607284,0,0.022572095
3372,0.0,0.421326,0,0.023347925
13597,0.0,0.77395064,0,0.048259504
23043,0.0,0.51397353,0,0.023995375
11126,0.0,0.35434526,0,0.044548616
10077,0.0,3.8435197,0,0.28588307
456,0.0,0.32607284,0,0.021121776
19890,0.0,2.372095,0,0.05752768
6515,0.0,2.679578,0,0.10173248
20335,0.0,6.904332,0,0.29352665
20645,0.0,1.8246177,0,0.12060114
12265,0.0,1.1717672,0,0.03234932
6085,0.0,0.61432236,0,0.024969382
15957,0.0,0.5809543,0,0.026580118
21401,0.0,0.48570114,0,0.025021747
2779,0.0,0.421326,0,0.023950335
15466,0.0,0.48570114,0,0.023362888
17209,0.0,0.48570114,0,0.025547236
22669,0.0,0.48570114,0,0.0230861
9176,0.0,10.8891535,0,0.23190841
19350,0.0,0.48570114,0,0.0230861
17754,0.0,2.1809425,0,0.050699007
11860,0.0,1.3313956,0,0.043517143
16725,0.0,0.5809543,0,0.025846593
18882,0.0,29.489506,0,0.35905427
21956,0.0,0.48570114,0,0.0230861
22582,0.0,0.77395064,0,0.054329365
5185,0.0,0.72298884,0,0.056833148
3676,0.0,6.046142,0,0.12000947
17726,0.0,0.48570114,0,0.022716068
23396,0.0,0.72298884,0,0.05130366
19755,165.02,56.280376,1,0.7853159
1289,0.0,0.421326,0,0.061998855
15955,0.0,5.9254303,0,0.14545871
12688,0.0,5.2738333,0,0.119831435
17577,0.0,0.48570114,0,0.022716068
18333,0.0,6.7835393,0,0.14628041
17712,0.0,17.356176,0,0.5454681
17543,0.0,0.48570114,0,0.022716068
4593,0.0,0.32607284,0,0.022572095
10122,0.0,0.61432236,0,0.026510593
13566,0.0,0.5809543,0,0.027687093
19437,0.0,8.740191,0,0.26134872
5734,0.0,0.67526996,0,0.025673188
22558,0.0,0.48570114,0,0.0230861
15962,0.0,0.48570114,0,0.023362888
6646,0.0,7.6599746,0,0.22270855
15931,0.0,0.48570114,0,0.023362888
3058,0.0,5.788797,0,0.1858089
2996,0.0,0.32607284,0,0.02204748
8091,0.0,1.9269989,0,0.04335841
5220,0.0,0.61432236,0,0.024969382
13206,0.0,0.77395064,0,0.054329365
538,0.0,0.48570114,0,0.022716068
8746,0.0,0.421326,0,0.02215403
13048,0.0,0.48570114,0,0.02261601
8441,0.0,1.7537091,0,0.09012431
12964,0.0,1.52504,0,0.049682643
15360,0.0,4.4893556,0,0.10405288
153,0.0,0.32607284,0,0.018016407
9336,49.480000000000004,9.570907,1,0.2465622
12633,0.0,0.3793346,0,0.019400254
18018,0.0,0.51397353,0,0.051935032
14403,0.0,5.346364,0,0.13785692
21247,29.97,10.410413,1,0.58867776
5034,42.66,22.848814,1,0.62898827
4527,0.0,9.417289,0,0.2838914
4510,0.0,2.226532,0,0.048143238
1251,0.0,0.61432236,0,0.045600865
8662,0.0,10.234885,0,0.24005388
13957,0.0,2.220695,0,0.06284719
12764,0.0,1.7334906,0,0.039832823
14323,0.0,0.5809543,0,0.028253494
19519,0.0,9.61766,0,0.3685484
18045,0.0,1.3313956,0,0.037056923
15533,0.0,0.48570114,0,0.023362888
8634,18.98,9.977064,1,0.3917076
4665,0.0,0.32607284,0,0.022572095
21450,0.0,0.7067148,0,0.13265404
8534,0.0,1.1717672,0,0.034065884
3618,0.0,0.32607284,0,0.02204748
22428,0.0,0.48570114,0,0.0230861
10388,0.0,0.32607284,0,0.020829163
7239,11.49,2.6939192,1,0.13151583
23038,143.81,82.99295,1,0.70733005
9692,92.51,106.67801,1,0.8533685
